Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2928,D1,2014,2014-11-29,Hertha,Bayern Munich,0,1,A
2929,D1,2014,2015-05-16,Freiburg,Bayern Munich,2,1,H
2930,D1,2014,2015-03-07,Hannover,Bayern Munich,1,3,A
2931,D1,2014,2014-12-13,Augsburg,Bayern Munich,0,4,A
2932,D1,2014,2015-05-02,Leverkusen,Bayern Munich,2,0,H
2933,D1,2014,2014-08-30,Schalke 04,Bayern Munich,1,1,D
2934,D1,2014,2014-12-19,Mainz,Bayern Munich,1,2,A
2935,D1,2014,2015-03-14,Werder Bremen,Bayern Munich,0,4,A
2936,D1,2014,2014-09-27,FC Koln,Bayern Munich,0,2,A
2937,D1,2014,2015-01-30,Wolfsburg,Bayern Munich,4,1,H
2938,D1,2014,2015-04-18,Hoffenheim,Bayern Munich,0,2,A
2939,D1,2014,2015-04-04,Dortmund,Bayern Munich,0,1,A
2940,D1,2014,2015-02-07,Stuttgart,Bayern Munich,0,2,A
2941,D1,2014,2014-11-08,Ein Frankfurt,Bayern Munich,0,4,A
2942,D1,2014,2015-02-21,Paderborn,Bayern Munich,0,6,A
2943,D1,2014,2014-09-20,Hamburg,Bayern Munich,0,0,D
2944,D1,2014,2014-10-26,M'gladbach,Bayern Munich,0,0,D
2945,D1,2014,2014-11-01,Bayern Munich,Dortmund,2,1,H
2946,D1,2014,2014-08-29,Augsburg,Dortmund,2,3,A
2947,D1,2014,2015-05-02,Hoffenheim,Dortmund,1,1,D
2948,D1,2014,2014-09-20,Mainz,Dortmund,2,0,H
2949,D1,2014,2014-09-27,Schalke 04,Dortmund,2,1,H
2950,D1,2014,2014-12-20,Werder Bremen,Dortmund,2,1,H
2951,D1,2014,2015-01-31,Leverkusen,Dortmund,0,0,D
2952,D1,2014,2015-04-11,M'gladbach,Dortmund,3,1,H
2953,D1,2014,2015-02-07,Freiburg,Dortmund,0,3,A
2954,D1,2014,2014-10-18,FC Koln,Dortmund,2,1,H
2955,D1,2014,2014-11-22,Paderborn,Dortmund,2,2,D
2956,D1,2014,2014-11-30,Ein Frankfurt,Dortmund,2,0,H
2957,D1,2014,2015-02-20,Stuttgart,Dortmund,2,3,A
2958,D1,2014,2014-12-13,Hertha,Dortmund,1,0,H
2959,D1,2014,2015-03-07,Hamburg,Dortmund,0,0,D
2960,D1,2014,2015-03-21,Hannover,Dortmund,2,3,A
2961,D1,2014,2015-05-16,Wolfsburg,Dortmund,2,1,H
2962,D1,2014,2015-03-08,FC Koln,Ein Frankfurt,4,2,H
2963,D1,2014,2015-02-08,Augsburg,Ein Frankfurt,2,2,D
2964,D1,2014,2015-02-21,Mainz,Ein Frankfurt,3,1,H
2965,D1,2014,2015-01-31,Freiburg,Ein Frankfurt,4,1,H
2966,D1,2014,2015-05-16,Hertha,Ein Frankfurt,0,0,D
2967,D1,2014,2014-09-20,Schalke 04,Ein Frankfurt,2,2,D
2968,D1,2014,2014-10-19,Paderborn,Ein Frankfurt,3,1,H
2969,D1,2014,2015-05-02,Werder Bremen,Ein Frankfurt,1,0,H
2970,D1,2014,2014-09-28,Hamburg,Ein Frankfurt,1,2,A
2971,D1,2014,2014-11-01,Hannover,Ein Frankfurt,1,0,H
2972,D1,2014,2014-12-20,Leverkusen,Ein Frankfurt,1,1,D
2973,D1,2014,2015-03-21,Stuttgart,Ein Frankfurt,3,1,H
2974,D1,2014,2015-04-25,Dortmund,Ein Frankfurt,2,0,H
2975,D1,2014,2014-12-12,Hoffenheim,Ein Frankfurt,3,2,H
2976,D1,2014,2014-11-22,M'gladbach,Ein Frankfurt,1,3,A
