Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
7197,D1,2008,2009-05-09,Cottbus,Bayern Munich,1,3,A
7198,D1,2008,2009-01-30,Hamburg,Bayern Munich,1,0,H
7199,D1,2008,2008-12-13,Stuttgart,Bayern Munich,2,2,D
7200,D1,2008,2008-11-15,M'gladbach,Bayern Munich,2,2,D
7201,D1,2008,2008-09-13,FC Koln,Bayern Munich,0,3,A
7202,D1,2008,2008-08-23,Dortmund,Bayern Munich,1,1,D
7203,D1,2008,2009-03-01,Werder Bremen,Bayern Munich,0,0,D
7204,D1,2008,2009-02-14,Hertha,Bayern Munich,2,1,H
7205,D1,2008,2009-04-04,Wolfsburg,Bayern Munich,5,1,H
7206,D1,2008,2009-05-16,Hoffenheim,Bayern Munich,2,2,D
7207,D1,2008,2008-11-09,Schalke 04,Bayern Munich,1,2,A
7208,D1,2008,2008-11-29,Leverkusen,Bayern Munich,0,2,A
7209,D1,2008,2008-10-29,Ein Frankfurt,Bayern Munich,1,2,A
7210,D1,2008,2009-03-14,Bochum,Bayern Munich,0,3,A
7211,D1,2008,2009-04-18,Bielefeld,Bayern Munich,0,1,A
7212,D1,2008,2008-09-27,Hannover,Bayern Munich,1,0,H
7213,D1,2008,2008-10-18,Karlsruhe,Bayern Munich,0,1,A
7214,D1,2008,2009-04-04,Hertha,Dortmund,1,3,A
7215,D1,2008,2009-02-08,Bayern Munich,Dortmund,3,1,H
7216,D1,2008,2009-05-23,M'gladbach,Dortmund,1,1,D
7217,D1,2008,2009-04-18,Bochum,Dortmund,0,2,A
7218,D1,2008,2008-10-29,FC Koln,Dortmund,0,1,A
7219,D1,2008,2008-09-21,Hoffenheim,Dortmund,4,1,H
7220,D1,2008,2009-02-20,Schalke 04,Dortmund,1,1,D
7221,D1,2008,2008-08-16,Leverkusen,Dortmund,2,3,A
7222,D1,2008,2009-03-07,Stuttgart,Dortmund,2,1,H
7223,D1,2008,2009-05-02,Ein Frankfurt,Dortmund,0,2,A
7224,D1,2008,2009-05-12,Wolfsburg,Dortmund,3,0,H
7225,D1,2008,2008-12-06,Bielefeld,Dortmund,0,0,D
7226,D1,2008,2009-03-14,Hannover,Dortmund,4,4,D
7227,D1,2008,2008-10-18,Werder Bremen,Dortmund,3,3,D
7228,D1,2008,2008-11-08,Hamburg,Dortmund,2,1,H
7229,D1,2008,2008-11-21,Karlsruhe,Dortmund,0,1,A
7230,D1,2008,2008-08-30,Cottbus,Dortmund,0,1,A
7231,D2,2008,2008-09-15,Munich 1860,Duisburg,2,0,H
7232,D2,2008,2008-08-24,Wehen,Duisburg,1,1,D
7233,D2,2008,2009-02-15,Augsburg,Duisburg,1,1,D
7234,D2,2008,2009-02-01,Hansa Rostock,Duisburg,0,1,A
