Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
3540,D1,2015,2015-10-17,Werder Bremen,Bayern Munich,0,1,A
3541,D1,2015,2016-03-05,Dortmund,Bayern Munich,0,0,D
3542,D1,2015,2016-03-19,FC Koln,Bayern Munich,0,1,A
3543,D1,2015,2016-01-22,Hamburg,Bayern Munich,1,2,A
3544,D1,2015,2015-12-19,Hannover,Bayern Munich,0,1,A
3545,D1,2015,2016-02-27,Wolfsburg,Bayern Munich,0,2,A
3546,D1,2015,2016-04-09,Stuttgart,Bayern Munich,1,3,A
3547,D1,2015,2015-09-26,Mainz,Bayern Munich,0,3,A
3548,D1,2015,2016-02-06,Leverkusen,Bayern Munich,0,0,D
3549,D1,2015,2016-02-14,Augsburg,Bayern Munich,1,3,A
3550,D1,2015,2015-08-22,Hoffenheim,Bayern Munich,1,2,A
3551,D1,2015,2016-05-07,Ingolstadt,Bayern Munich,1,2,A
3552,D1,2015,2015-11-21,Schalke 04,Bayern Munich,1,3,A
3553,D1,2015,2015-12-05,M'gladbach,Bayern Munich,3,1,H
3554,D1,2015,2016-04-23,Hertha,Bayern Munich,0,2,A
3555,D1,2015,2015-10-30,Ein Frankfurt,Bayern Munich,0,0,D
3556,D1,2015,2015-09-19,Darmstadt,Bayern Munich,0,3,A
3557,D1,2015,2016-04-10,Schalke 04,Dortmund,2,2,D
3558,D1,2015,2016-04-23,Stuttgart,Dortmund,0,3,A
3559,D1,2015,2015-10-04,Bayern Munich,Dortmund,5,1,H
3560,D1,2015,2015-11-20,Hamburg,Dortmund,3,1,H
3561,D1,2015,2015-12-05,Wolfsburg,Dortmund,1,2,A
3562,D1,2015,2015-09-23,Hoffenheim,Dortmund,1,1,D
3563,D1,2015,2016-03-02,Darmstadt,Dortmund,0,2,A
3564,D1,2015,2016-01-23,M'gladbach,Dortmund,1,3,A
3565,D1,2015,2015-08-23,Ingolstadt,Dortmund,0,4,A
3566,D1,2015,2015-10-31,Werder Bremen,Dortmund,1,3,A
3567,D1,2015,2016-03-20,Augsburg,Dortmund,1,3,A
3568,D1,2015,2015-09-12,Hannover,Dortmund,2,4,A
3569,D1,2015,2016-05-07,Ein Frankfurt,Dortmund,1,0,H
3570,D1,2015,2016-02-21,Leverkusen,Dortmund,0,1,A
3571,D1,2015,2016-02-06,Hertha,Dortmund,0,0,D
3572,D1,2015,2015-12-19,FC Koln,Dortmund,2,1,H
3573,D1,2015,2015-10-16,Mainz,Dortmund,0,2,A
3574,D2,2015,2015-11-20,Fortuna Dusseldorf,Duisburg,1,1,D
3575,D2,2015,2015-08-01,Bochum,Duisburg,3,0,H
3576,D2,2015,2016-04-10,Nurnberg,Duisburg,1,2,A
3577,D2,2015,2015-08-22,Karlsruhe,Duisburg,2,0,H
3578,D2,2015,2016-02-19,Greuther Furth,Duisburg,1,1,D
3579,D2,2015,2015-12-06,RB Leipzig,Duisburg,4,2,H
3580,D2,2015,2016-03-02,Frankfurt FSV,Duisburg,3,3,D
