Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2316,D1,2013,2014-02-23,Hannover,Bayern Munich,0,4,A
2317,D1,2013,2013-11-02,Hoffenheim,Bayern Munich,1,2,A
2318,D1,2013,2014-01-29,Stuttgart,Bayern Munich,1,2,A
2319,D1,2013,2014-03-22,Mainz,Bayern Munich,0,2,A
2320,D1,2013,2014-03-25,Hertha,Bayern Munich,1,3,A
2321,D1,2013,2014-03-08,Wolfsburg,Bayern Munich,1,6,A
2322,D1,2013,2013-08-27,Freiburg,Bayern Munich,1,1,D
2323,D1,2013,2013-11-23,Dortmund,Bayern Munich,0,3,A
2324,D1,2013,2014-02-08,Nurnberg,Bayern Munich,0,2,A
2325,D1,2013,2014-04-19,Braunschweig,Bayern Munich,0,2,A
2326,D1,2013,2013-09-21,Schalke 04,Bayern Munich,0,4,A
2327,D1,2013,2014-01-24,M'gladbach,Bayern Munich,0,2,A
2328,D1,2013,2013-08-17,Ein Frankfurt,Bayern Munich,0,1,A
2329,D1,2013,2013-12-07,Werder Bremen,Bayern Munich,0,7,A
2330,D1,2013,2014-05-03,Hamburg,Bayern Munich,1,4,A
2331,D1,2013,2014-04-05,Augsburg,Bayern Munich,1,0,H
2332,D1,2013,2013-10-05,Leverkusen,Bayern Munich,1,1,D
2333,D1,2013,2014-02-22,Hamburg,Dortmund,3,0,H
2334,D1,2013,2014-02-08,Werder Bremen,Dortmund,1,5,A
2335,D1,2013,2013-09-21,Nurnberg,Dortmund,1,1,D
2336,D1,2013,2013-08-10,Augsburg,Dortmund,0,4,A
2337,D1,2013,2013-10-26,Schalke 04,Dortmund,1,3,A
2338,D1,2013,2014-01-31,Braunschweig,Dortmund,1,2,A
2339,D1,2013,2013-12-14,Hoffenheim,Dortmund,2,2,D
2340,D1,2013,2013-09-01,Ein Frankfurt,Dortmund,1,2,A
2341,D1,2013,2014-03-22,Hannover,Dortmund,0,3,A
2342,D1,2013,2013-11-09,Wolfsburg,Dortmund,2,1,H
2343,D1,2013,2014-03-29,Stuttgart,Dortmund,2,3,A
2344,D1,2013,2013-10-05,M'gladbach,Dortmund,2,0,H
2345,D1,2013,2014-05-10,Hertha,Dortmund,0,4,A
2346,D1,2013,2014-03-09,Freiburg,Dortmund,0,1,A
2347,D1,2013,2014-04-12,Bayern Munich,Dortmund,0,3,A
2348,D1,2013,2014-04-26,Leverkusen,Dortmund,2,2,D
2349,D1,2013,2013-11-30,Mainz,Dortmund,1,3,A
2350,D2,2013,2013-12-06,Bielefeld,Dresden,1,1,D
2351,D2,2013,2014-04-17,Erzgebirge Aue,Dresden,2,0,H
2352,D2,2013,2013-11-24,Karlsruhe,Dresden,3,0,H
2353,D2,2013,2013-08-26,St Pauli,Dresden,2,1,H
2354,D2,2013,2014-03-02,Ingolstadt,Dresden,1,1,D
2355,D2,2013,2014-02-15,Frankfurt FSV,Dresden,3,2,H
2356,D2,2013,2013-09-15,Fortuna Dusseldorf,Dresden,1,1,D
2357,D2,2013,2014-04-04,Cottbus,Dresden,0,0,D
2358,D2,2013,2014-02-08,Union Berlin,Dresden,0,0,D
2359,D2,2013,2014-05-04,Kaiserslautern,Dresden,4,0,H
2360,D2,2013,2014-03-25,Aalen,Dresden,1,1,D
2361,D2,2013,2013-10-19,Sandhausen,Dresden,0,0,D
2362,D2,2013,2013-12-13,FC Koln,Dresden,3,1,H
2363,D2,2013,2013-11-03,Munich 1860,Dresden,1,3,A
2364,D2,2013,2014-03-14,Paderborn,Dresden,2,1,H
2365,D2,2013,2013-09-30,Greuther Furth,Dresden,4,0,H
2366,D2,2013,2013-07-29,Bochum,Dresden,1,1,D
2367,D1,2013,2014-04-11,Schalke 04,Ein Frankfurt,2,0,H
2368,D1,2013,2013-12-15,Leverkusen,Ein Frankfurt,0,1,A
2369,D1,2013,2014-02-15,Dortmund,Ein Frankfurt,4,0,H
2370,D1,2013,2014-05-10,Augsburg,Ein Frankfurt,2,1,H
2371,D1,2013,2013-08-10,Hertha,Ein Frankfurt,6,1,H
