Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
35041,D1,2001,2001-07-28,Cottbus,Hamburg,1,0,H
35042,D1,2001,2001-07-28,Dortmund,Nurnberg,2,0,H
35043,D1,2001,2001-07-28,Freiburg,Werder Bremen,3,0,H
35044,D1,2001,2001-07-28,Leverkusen,Wolfsburg,2,1,H
35045,D1,2001,2001-07-28,M'gladbach,Bayern Munich,1,0,H
35046,D1,2001,2001-07-28,Munich 1860,Kaiserslautern,0,4,A
35047,D1,2001,2001-07-28,Stuttgart,FC Koln,0,0,D
35048,D1,2001,2001-07-29,St Pauli,Hertha,0,0,D
35049,D1,2001,2001-08-04,Bayern Munich,Schalke 04,3,0,H
35050,D1,2001,2001-08-04,FC Koln,Munich 1860,2,0,H
35051,D1,2001,2001-08-04,Hamburg,Stuttgart,2,0,H
35052,D1,2001,2001-08-04,Hansa Rostock,Leverkusen,0,3,A
35053,D1,2001,2001-08-04,Hertha,Dortmund,0,2,A
35054,D1,2001,2001-08-04,Werder Bremen,Cottbus,3,2,H
35055,D1,2001,2001-08-04,Wolfsburg,St Pauli,1,1,D
35056,D1,2001,2001-08-05,Kaiserslautern,M'gladbach,3,2,H
35057,D1,2001,2001-08-05,Nurnberg,Freiburg,2,0,H
35058,D1,2001,2001-08-11,Cottbus,Nurnberg,1,0,H
35059,D1,2001,2001-08-11,Dortmund,Wolfsburg,4,0,H
35060,D1,2001,2001-08-11,Freiburg,Hertha,1,3,A
35061,D1,2001,2001-08-11,Kaiserslautern,FC Koln,2,1,H
35062,D1,2001,2001-08-11,Leverkusen,Bayern Munich,1,1,D
35063,D1,2001,2001-08-11,Munich 1860,Hamburg,1,1,D
35064,D1,2001,2001-08-11,Stuttgart,Werder Bremen,0,0,D
35065,D1,2001,2001-08-12,M'gladbach,Schalke 04,0,0,D
35066,D1,2001,2001-08-12,St Pauli,Hansa Rostock,0,1,A
35067,D1,2001,2001-08-18,Bayern Munich,St Pauli,2,0,H
35068,D1,2001,2001-08-18,Hamburg,Kaiserslautern,2,3,A
35069,D1,2001,2001-08-18,Hansa Rostock,Dortmund,0,2,A
35070,D1,2001,2001-08-18,Nurnberg,Stuttgart,2,4,A
35071,D1,2001,2001-08-18,Schalke 04,Leverkusen,3,3,D
35072,D1,2001,2001-08-18,Werder Bremen,Munich 1860,1,3,A
35073,D1,2001,2001-08-18,Wolfsburg,Freiburg,1,1,D
35074,D1,2001,2001-08-19,FC Koln,M'gladbach,0,2,A
35075,D1,2001,2001-08-19,Hertha,Cottbus,2,3,A
35076,D1,2001,2001-08-21,Schalke 04,Hansa Rostock,3,1,H
35077,D1,2001,2001-09-08,Cottbus,Wolfsburg,3,3,D
35078,D1,2001,2001-09-08,Dortmund,Bayern Munich,0,2,A
35079,D1,2001,2001-09-08,Freiburg,Hansa Rostock,1,1,D
35080,D1,2001,2001-09-08,M'gladbach,Leverkusen,0,1,A
35081,D1,2001,2001-09-08,Munich 1860,Nurnberg,1,0,H
35082,D1,2001,2001-09-08,St Pauli,Schalke 04,0,2,A
35083,D1,2001,2001-09-08,Stuttgart,Hertha,0,0,D
35084,D1,2001,2001-09-09,FC Koln,Hamburg,2,1,H
35085,D1,2001,2001-09-09,Kaiserslautern,Werder Bremen,2,1,H
35086,D1,2001,2001-09-15,Bayern Munich,Freiburg,1,0,H
35087,D1,2001,2001-09-15,Hamburg,M'gladbach,3,3,D
35088,D1,2001,2001-09-15,Leverkusen,St Pauli,3,1,H
35089,D1,2001,2001-09-15,Nurnberg,Kaiserslautern,0,2,A
35090,D1,2001,2001-09-15,Schalke 04,Dortmund,1,0,H
35091,D1,2001,2001-09-15,Werder Bremen,FC Koln,1,1,D
35092,D1,2001,2001-09-15,Wolfsburg,Stuttgart,0,2,A
