Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
36266,D1,2003,2003-08-01,Bayern Munich,Ein Frankfurt,3,1,H
36267,D1,2003,2003-08-02,Hamburg,Hannover,0,3,A
36268,D1,2003,2003-08-02,Hertha,Werder Bremen,0,3,A
36269,D1,2003,2003-08-02,Kaiserslautern,Munich 1860,0,1,A
36270,D1,2003,2003-08-02,Leverkusen,Freiburg,4,1,H
36271,D1,2003,2003-08-02,Schalke 04,Dortmund,2,2,D
36272,D1,2003,2003-08-02,Wolfsburg,Bochum,3,2,H
36273,D1,2003,2003-08-03,Hansa Rostock,Stuttgart,0,2,A
36274,D1,2003,2003-08-03,M'gladbach,FC Koln,1,0,H
36275,D1,2003,2003-08-09,Bochum,Hamburg,1,1,D
36276,D1,2003,2003-08-09,Dortmund,Wolfsburg,4,0,H
36277,D1,2003,2003-08-09,FC Koln,Kaiserslautern,1,2,A
36278,D1,2003,2003-08-09,Freiburg,Hansa Rostock,2,2,D
36279,D1,2003,2003-08-09,Hannover,Bayern Munich,3,3,D
36280,D1,2003,2003-08-09,Munich 1860,Schalke 04,1,1,D
36281,D1,2003,2003-08-09,Werder Bremen,M'gladbach,1,1,D
36282,D1,2003,2003-08-10,Ein Frankfurt,Leverkusen,1,2,A
36283,D1,2003,2003-08-10,Stuttgart,Hertha,0,0,D
36284,D1,2003,2003-08-16,Bayern Munich,Bochum,2,0,H
36285,D1,2003,2003-08-16,Dortmund,Munich 1860,3,1,H
36286,D1,2003,2003-08-16,Hansa Rostock,Ein Frankfurt,3,0,H
36287,D1,2003,2003-08-16,Hertha,Freiburg,0,0,D
36288,D1,2003,2003-08-16,Kaiserslautern,Werder Bremen,0,1,A
36289,D1,2003,2003-08-16,Leverkusen,Hannover,4,0,H
36290,D1,2003,2003-08-16,M'gladbach,Stuttgart,0,1,A
36291,D1,2003,2003-08-17,Schalke 04,FC Koln,2,1,H
36292,D1,2003,2003-08-17,Wolfsburg,Hamburg,5,1,H
36293,D1,2003,2003-08-23,Bochum,Leverkusen,1,0,H
36294,D1,2003,2003-08-23,Ein Frankfurt,Hertha,0,0,D
36295,D1,2003,2003-08-23,FC Koln,Dortmund,1,0,H
36296,D1,2003,2003-08-23,Freiburg,M'gladbach,4,1,H
36297,D1,2003,2003-08-23,Munich 1860,Wolfsburg,1,0,H
36298,D1,2003,2003-08-23,Stuttgart,Kaiserslautern,2,0,H
36299,D1,2003,2003-08-23,Werder Bremen,Schalke 04,4,1,H
36300,D1,2003,2003-08-24,Hamburg,Bayern Munich,0,2,A
36301,D1,2003,2003-08-27,Hannover,Hansa Rostock,3,3,D
36302,D1,2003,2003-09-13,Dortmund,Werder Bremen,2,1,H
36303,D1,2003,2003-09-13,Hansa Rostock,Bochum,0,2,A
36304,D1,2003,2003-09-13,Hertha,Hannover,2,3,A
36305,D1,2003,2003-09-13,Leverkusen,Hamburg,1,0,H
36306,D1,2003,2003-09-13,Munich 1860,FC Koln,2,1,H
36307,D1,2003,2003-09-13,Schalke 04,Stuttgart,0,0,D
36308,D1,2003,2003-09-13,Wolfsburg,Bayern Munich,3,2,H
36309,D1,2003,2003-09-14,Kaiserslautern,Freiburg,2,2,D
36310,D1,2003,2003-09-14,M'gladbach,Ein Frankfurt,0,2,A
36311,D1,2003,2003-09-20,Bayern Munich,Leverkusen,3,3,D
36312,D1,2003,2003-09-20,Bochum,Hertha,2,2,D
36313,D1,2003,2003-09-20,FC Koln,Wolfsburg,2,3,A
36314,D1,2003,2003-09-20,Freiburg,Schalke 04,2,1,H
36315,D1,2003,2003-09-20,Hannover,M'gladbach,2,0,H
36316,D1,2003,2003-09-20,Stuttgart,Dortmund,1,0,H
36317,D1,2003,2003-09-20,Werder Bremen,Munich 1860,2,1,H
36318,D1,2003,2003-09-21,Ein Frankfurt,Kaiserslautern,1,3,A
36319,D1,2003,2003-09-21,Hamburg,Hansa Rostock,2,1,H
36320,D1,2003,2003-09-27,Dortmund,Freiburg,1,0,H
36321,D1,2003,2003-09-27,FC Koln,Werder Bremen,1,4,A
36322,D1,2003,2003-09-27,Hansa Rostock,Bayern Munich,1,2,A
36323,D1,2003,2003-09-27,Kaiserslautern,Hannover,1,0,H
36324,D1,2003,2003-09-27,M'gladbach,Bochum,2,2,D
36325,D1,2003,2003-09-27,Munich 1860,Stuttgart,0,3,A
36326,D1,2003,2003-09-27,Wolfsburg,Leverkusen,0,1,A
36327,D1,2003,2003-09-28,Hertha,Hamburg,1,1,D
36328,D1,2003,2003-09-28,Schalke 04,Ein Frankfurt,1,1,D
36329,D1,2003,2003-10-04,Bayern Munich,Hertha,4,1,H
36330,D1,2003,2003-10-04,Bochum,Kaiserslautern,4,0,H
36331,D1,2003,2003-10-04,Ein Frankfurt,Dortmund,0,1,A
36332,D1,2003,2003-10-04,Freiburg,Munich 1860,1,0,H
36333,D1,2003,2003-10-04,Hamburg,M'gladbach,2,1,H
