Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
5376,D1,2005,2006-03-25,Duisburg,Bayern Munich,1,3,A
5377,D1,2005,2005-09-20,Ein Frankfurt,Bayern Munich,0,1,A
5378,D1,2005,2005-08-13,Leverkusen,Bayern Munich,2,5,A
5379,D1,2005,2005-12-17,Dortmund,Bayern Munich,1,2,A
5380,D1,2005,2006-01-27,M'gladbach,Bayern Munich,1,3,A
5381,D1,2005,2006-03-11,Wolfsburg,Bayern Munich,0,0,D
5382,D1,2005,2005-11-19,Bielefeld,Bayern Munich,1,2,A
5383,D1,2005,2005-09-24,Hamburg,Bayern Munich,2,0,H
5384,D1,2005,2005-10-15,Schalke 04,Bayern Munich,1,1,D
5385,D1,2005,2006-05-06,Kaiserslautern,Bayern Munich,1,1,D
5386,D1,2005,2005-09-10,Nurnberg,Bayern Munich,1,2,A
5387,D1,2005,2005-10-29,FC Koln,Bayern Munich,1,2,A
5388,D1,2005,2006-02-07,Hertha,Bayern Munich,0,0,D
5389,D1,2005,2006-04-23,Mainz,Bayern Munich,2,2,D
5390,D1,2005,2006-02-18,Hannover,Bayern Munich,1,1,D
5391,D1,2005,2005-12-03,Stuttgart,Bayern Munich,0,0,D
5392,D1,2005,2006-04-08,Werder Bremen,Bayern Munich,3,0,H
5393,D1,2005,2006-03-11,Stuttgart,Dortmund,0,0,D
5394,D1,2005,2005-09-17,Werder Bremen,Dortmund,3,2,H
5395,D1,2005,2006-03-25,Hamburg,Dortmund,2,4,A
5396,D1,2005,2005-10-15,Kaiserslautern,Dortmund,3,3,D
5397,D1,2005,2006-02-04,Schalke 04,Dortmund,0,0,D
5398,D1,2005,2006-04-15,Hertha,Dortmund,0,0,D
5399,D1,2005,2005-08-06,Wolfsburg,Dortmund,2,2,D
5400,D1,2005,2006-05-02,Hannover,Dortmund,1,2,A
5401,D1,2005,2006-05-13,Bayern Munich,Dortmund,3,3,D
5402,D1,2005,2005-11-26,Nurnberg,Dortmund,1,2,A
5403,D1,2005,2005-11-05,Leverkusen,Dortmund,2,1,H
5404,D1,2005,2006-02-12,FC Koln,Dortmund,0,0,D
5405,D1,2005,2005-09-24,Mainz,Dortmund,1,1,D
5406,D1,2005,2006-04-01,M'gladbach,Dortmund,2,1,H
5407,D1,2005,2006-02-25,Bielefeld,Dortmund,1,0,H
5408,D1,2005,2005-08-28,Duisburg,Dortmund,1,1,D
5409,D1,2005,2005-12-10,Ein Frankfurt,Dortmund,2,0,H
5410,D2,2005,2006-05-03,Cottbus,Dresden,0,0,D
5411,D2,2005,2006-04-02,Erzgebirge Aue,Dresden,2,0,H
5412,D2,2005,2005-08-06,Greuther Furth,Dresden,3,1,H
5413,D2,2005,2005-10-21,Burghausen,Dresden,1,0,H
5414,D2,2005,2006-03-17,Aachen,Dresden,2,0,H
5415,D2,2005,2006-02-17,Braunschweig,Dresden,1,0,H
5416,D2,2005,2006-03-05,Paderborn,Dresden,0,2,A
5417,D2,2005,2006-04-16,Unterhaching,Dresden,1,1,D
5418,D2,2005,2005-12-14,Saarbrucken,Dresden,5,1,H
5419,D2,2005,2005-10-02,Siegen,Dresden,2,2,D
5420,D2,2005,2006-03-29,Offenbach,Dresden,0,0,D
5421,D2,2005,2005-09-20,Bochum,Dresden,1,0,H
5422,D2,2005,2005-11-04,Karlsruhe,Dresden,2,1,H
5423,D2,2005,2006-05-14,Hansa Rostock,Dresden,1,3,A
5424,D2,2005,2005-09-09,Munich 1860,Dresden,1,2,A
5425,D2,2005,2006-01-28,Freiburg,Dresden,1,0,H
5426,D2,2005,2005-12-09,Ahlen,Dresden,0,0,D
5427,D1,2005,2005-11-20,Hamburg,Duisburg,2,0,H
5428,D1,2005,2005-10-01,Hannover,Duisburg,1,1,D
5429,D1,2005,2006-01-28,Stuttgart,Duisburg,0,1,A
5430,D1,2005,2006-04-22,FC Koln,Duisburg,3,1,H
5431,D1,2005,2006-03-18,Ein Frankfurt,Duisburg,5,2,H
5432,D1,2005,2005-10-22,Bayern Munich,Duisburg,4,0,H
5433,D1,2005,2005-12-17,Mainz,Duisburg,1,1,D
