Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
35653,D1,2002,2002-08-09,Dortmund,Hertha,2,2,D
35654,D1,2002,2002-08-10,Cottbus,Leverkusen,1,1,D
35655,D1,2002,2002-08-10,M'gladbach,Bayern Munich,0,0,D
35656,D1,2002,2002-08-10,Nurnberg,Bochum,1,3,A
35657,D1,2002,2002-08-10,Schalke 04,Wolfsburg,1,0,H
35658,D1,2002,2002-08-10,Stuttgart,Kaiserslautern,1,1,D
35659,D1,2002,2002-08-11,Bielefeld,Werder Bremen,3,0,H
35660,D1,2002,2002-08-11,Hamburg,Hannover,2,1,H
35661,D1,2002,2002-08-14,Munich 1860,Hansa Rostock,0,2,A
35662,D1,2002,2002-08-17,Bayern Munich,Bielefeld,6,2,H
35663,D1,2002,2002-08-17,Bochum,Cottbus,5,0,H
35664,D1,2002,2002-08-17,Hannover,Munich 1860,1,3,A
35665,D1,2002,2002-08-17,Hansa Rostock,Nurnberg,2,0,H
35666,D1,2002,2002-08-17,Hertha,Stuttgart,1,1,D
35667,D1,2002,2002-08-17,Kaiserslautern,Schalke 04,1,3,A
35668,D1,2002,2002-08-17,Leverkusen,Dortmund,1,1,D
35669,D1,2002,2002-08-18,Werder Bremen,Hamburg,2,1,H
35670,D1,2002,2002-08-18,Wolfsburg,M'gladbach,1,0,H
35671,D1,2002,2002-08-24,Bielefeld,Wolfsburg,1,0,H
35672,D1,2002,2002-08-24,Cottbus,Hansa Rostock,0,4,A
35673,D1,2002,2002-08-24,Dortmund,Stuttgart,3,1,H
35674,D1,2002,2002-08-24,Hamburg,Bayern Munich,0,3,A
35675,D1,2002,2002-08-24,Leverkusen,Bochum,2,4,A
35676,D1,2002,2002-08-24,M'gladbach,Kaiserslautern,3,0,H
35677,D1,2002,2002-08-24,Munich 1860,Werder Bremen,3,0,H
35678,D1,2002,2002-08-25,Nurnberg,Hannover,3,1,H
35679,D1,2002,2002-08-25,Schalke 04,Hertha,0,0,D
35680,D1,2002,2002-09-10,Bayern Munich,Munich 1860,3,1,H
35681,D1,2002,2002-09-10,Bochum,Dortmund,0,0,D
35682,D1,2002,2002-09-10,Hertha,M'gladbach,1,2,A
35683,D1,2002,2002-09-10,Werder Bremen,Nurnberg,4,1,H
35684,D1,2002,2002-09-11,Hannover,Cottbus,1,3,A
