Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
30071,D1,1993,1993-08-07,Bayern Munich,Freiburg,3,1,H
30072,D1,1993,1993-08-07,Dortmund,Karlsruhe,2,1,H
30073,D1,1993,1993-08-07,Duisburg,Leverkusen,2,2,D
30074,D1,1993,1993-08-07,FC Koln,Kaiserslautern,0,2,A
30075,D1,1993,1993-08-07,Hamburg,Nurnberg,5,2,H
30076,D1,1993,1993-08-07,RB Leipzig,Dresden,3,3,D
30077,D1,1993,1993-08-07,M'Gladbach,Ein Frankfurt,0,4,A
30078,D1,1993,1993-08-07,Wattenscheid,Schalke 04,3,0,H
30079,D1,1993,1993-08-07,Werder Bremen,Stuttgart,5,1,H
30080,D1,1993,1993-08-14,Dresden,Duisburg,0,1,A
30081,D1,1993,1993-08-14,Ein Frankfurt,Werder Bremen,2,2,D
30082,D1,1993,1993-08-14,Freiburg,Wattenscheid,4,1,H
30083,D1,1993,1993-08-14,Kaiserslautern,M'Gladbach,4,2,H
30084,D1,1993,1993-08-14,Karlsruhe,Hamburg,2,0,H
30085,D1,1993,1993-08-14,Leverkusen,Bayern Munich,2,1,H
30086,D1,1993,1993-08-14,Nurnberg,FC Koln,1,0,H
30087,D1,1993,1993-08-14,Schalke 04,Dortmund,1,0,H
30088,D1,1993,1993-08-14,Stuttgart,RB Leipzig,0,0,D
30089,D1,1993,1993-08-21,Bayern Munich,Dresden,5,0,H
30090,D1,1993,1993-08-21,Dortmund,Freiburg,3,2,H
30091,D1,1993,1993-08-21,Duisburg,Stuttgart,2,2,D
30092,D1,1993,1993-08-21,Ein Frankfurt,Kaiserslautern,1,0,H
30093,D1,1993,1993-08-21,FC Koln,Karlsruhe,2,1,H
30094,D1,1993,1993-08-21,Hamburg,Schalke 04,4,1,H
30095,D1,1993,1993-08-21,M'Gladbach,Nurnberg,2,0,H
30096,D1,1993,1993-08-21,Wattenscheid,Leverkusen,1,2,A
30097,D1,1993,1993-08-21,Werder Bremen,RB Leipzig,3,1,H
30098,D1,1993,1993-08-28,Dresden,Wattenscheid,1,1,D
30099,D1,1993,1993-08-28,Freiburg,Hamburg,0,1,A
30100,D1,1993,1993-08-28,Kaiserslautern,Werder Bremen,2,3,A
30101,D1,1993,1993-08-28,Karlsruhe,M'Gladbach,1,0,H
30102,D1,1993,1993-08-28,RB Leipzig,Duisburg,1,1,D
30103,D1,1993,1993-08-28,Leverkusen,Dortmund,2,1,H
30104,D1,1993,1993-08-28,Nurnberg,Ein Frankfurt,1,5,A
30105,D1,1993,1993-08-28,Schalke 04,FC Koln,1,2,A
30106,D1,1993,1993-08-28,Stuttgart,Bayern Munich,2,2,D
30107,D1,1993,1993-09-01,Bayern Munich,RB Leipzig,3,0,H
30108,D1,1993,1993-09-01,Dortmund,Dresden,4,0,H
30109,D1,1993,1993-09-01,Ein Frankfurt,Karlsruhe,3,1,H
30110,D1,1993,1993-09-01,FC Koln,Freiburg,2,0,H
30111,D1,1993,1993-09-01,Hamburg,Leverkusen,2,1,H
30112,D1,1993,1993-09-01,Kaiserslautern,Nurnberg,3,1,H
30113,D1,1993,1993-09-01,M'Gladbach,Schalke 04,3,2,H
30114,D1,1993,1993-09-01,Wattenscheid,Stuttgart,2,4,A
30115,D1,1993,1993-09-01,Werder Bremen,Duisburg,1,5,A
30116,D1,1993,1993-09-04,Dresden,Hamburg,1,1,D
30117,D1,1993,1993-09-04,Duisburg,Bayern Munich,2,2,D
30118,D1,1993,1993-09-04,Freiburg,M'Gladbach,3,3,D
30119,D1,1993,1993-09-04,Karlsruhe,Kaiserslautern,1,1,D
30120,D1,1993,1993-09-04,RB Leipzig,Wattenscheid,0,0,D
30121,D1,1993,1993-09-04,Leverkusen,FC Koln,2,1,H
30122,D1,1993,1993-09-04,Nurnberg,Werder Bremen,0,1,A
30123,D1,1993,1993-09-04,Schalke 04,Ein Frankfurt,1,3,A
30124,D1,1993,1993-09-04,Stuttgart,Dortmund,2,2,D
30125,D1,1993,1993-09-08,Dortmund,RB Leipzig,0,1,A
30126,D1,1993,1993-09-08,Ein Frankfurt,Freiburg,3,0,H
30127,D1,1993,1993-09-08,FC Koln,Dresden,0,1,A
30128,D1,1993,1993-09-08,Hamburg,Stuttgart,3,2,H
30129,D1,1993,1993-09-08,Kaiserslautern,Schalke 04,0,0,D
30130,D1,1993,1993-09-08,M'Gladbach,Leverkusen,2,2,D
30131,D1,1993,1993-09-08,Nurnberg,Karlsruhe,1,1,D
