Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
1704,D1,2012,2013-05-04,Dortmund,Bayern Munich,1,1,D
1705,D1,2012,2013-02-02,Mainz,Bayern Munich,0,3,A
1706,D1,2012,2013-02-15,Wolfsburg,Bayern Munich,0,2,A
1707,D1,2012,2012-09-29,Werder Bremen,Bayern Munich,0,2,A
1708,D1,2012,2013-01-27,Stuttgart,Bayern Munich,0,2,A
1709,D1,2012,2012-11-17,Nurnberg,Bayern Munich,1,1,D
1710,D1,2012,2012-12-08,Augsburg,Bayern Munich,0,2,A
1711,D1,2012,2012-09-22,Schalke 04,Bayern Munich,0,2,A
1712,D1,2012,2012-11-03,Hamburg,Bayern Munich,0,3,A
1713,D1,2012,2013-03-03,Hoffenheim,Bayern Munich,0,1,A
1714,D1,2012,2013-05-18,M'gladbach,Bayern Munich,3,4,A
1715,D1,2012,2012-11-28,Freiburg,Bayern Munich,0,2,A
1716,D1,2012,2013-04-06,Ein Frankfurt,Bayern Munich,0,1,A
1717,D1,2012,2012-10-20,Fortuna Dusseldorf,Bayern Munich,0,5,A
1718,D1,2012,2013-04-20,Hannover,Bayern Munich,1,6,A
1719,D1,2012,2012-08-25,Greuther Furth,Bayern Munich,0,3,A
1720,D1,2012,2013-03-16,Leverkusen,Bayern Munich,1,2,A
1721,D1,2012,2012-10-07,Hannover,Dortmund,1,1,D
1722,D1,2012,2012-09-22,Hamburg,Dortmund,3,2,H
1723,D1,2012,2012-11-24,Mainz,Dortmund,1,2,A
1724,D1,2012,2013-01-19,Werder Bremen,Dortmund,0,5,A
1725,D1,2012,2013-03-30,Stuttgart,Dortmund,1,2,A
1726,D1,2012,2013-02-24,M'gladbach,Dortmund,1,1,D
1727,D1,2012,2012-09-25,Ein Frankfurt,Dortmund,3,3,D
1728,D1,2012,2012-12-01,Bayern Munich,Dortmund,1,1,D
1729,D1,2012,2012-09-01,Nurnberg,Dortmund,1,1,D
1730,D1,2012,2013-02-03,Leverkusen,Dortmund,2,3,A
1731,D1,2012,2012-12-16,Hoffenheim,Dortmund,1,3,A
1732,D1,2012,2013-03-09,Schalke 04,Dortmund,2,1,H
1733,D1,2012,2012-10-27,Freiburg,Dortmund,0,2,A
1734,D1,2012,2013-04-13,Greuther Furth,Dortmund,1,6,A
1735,D1,2012,2012-11-10,Augsburg,Dortmund,1,3,A
1736,D1,2012,2013-04-27,Fortuna Dusseldorf,Dortmund,1,2,A
1737,D1,2012,2013-05-11,Wolfsburg,Dortmund,3,3,D
1738,D2,2012,2013-04-27,Frankfurt FSV,Dresden,3,1,H
1739,D2,2012,2013-03-10,Erzgebirge Aue,Dresden,1,0,H
1740,D2,2012,2012-10-28,St Pauli,Dresden,3,2,H
1741,D2,2012,2013-03-28,Braunschweig,Dresden,2,1,H
1742,D2,2012,2012-10-08,FC Koln,Dresden,1,1,D
1743,D2,2012,2013-05-12,Aalen,Dresden,3,0,H
1744,D2,2012,2012-12-16,Munich 1860,Dresden,1,1,D
1745,D2,2012,2012-08-25,Duisburg,Dresden,1,3,A
1746,D2,2012,2012-08-04,Bochum,Dresden,2,1,H
1747,D2,2012,2013-02-23,Ingolstadt,Dresden,1,1,D
1748,D2,2012,2013-04-12,Union Berlin,Dresden,0,0,D
1749,D2,2012,2012-11-11,Cottbus,Dresden,2,0,H
1750,D2,2012,2012-11-30,Regensburg,Dresden,0,0,D
1751,D2,2012,2013-02-08,Kaiserslautern,Dresden,3,0,H
1752,D2,2012,2012-09-26,Hertha,Dresden,1,0,H
1753,D2,2012,2012-09-15,Sandhausen,Dresden,1,1,D
1754,D2,2012,2012-11-23,Paderborn,Dresden,2,2,D
1755,D2,2012,2013-02-01,Dresden,Duisburg,0,0,D
1756,D2,2012,2012-12-07,Aalen,Duisburg,0,1,A
1757,D2,2012,2012-11-09,FC Koln,Duisburg,0,0,D
1758,D2,2012,2012-08-12,Regensburg,Duisburg,2,0,H
1759,D2,2012,2013-03-10,Hertha,Duisburg,4,2,H
1760,D2,2012,2012-12-02,Paderborn,Duisburg,0,2,A
1761,D2,2012,2012-11-25,St Pauli,Duisburg,4,1,H
1762,D2,2012,2013-02-22,Bochum,Duisburg,2,2,D
1763,D2,2012,2012-08-31,Munich 1860,Duisburg,3,0,H
1764,D2,2012,2012-09-16,Kaiserslautern,Duisburg,2,1,H
1765,D2,2012,2012-10-06,Cottbus,Duisburg,0,1,A
1766,D2,2012,2013-05-12,Union Berlin,Duisburg,2,1,H
1767,D2,2012,2013-04-13,Frankfurt FSV,Duisburg,1,1,D
1768,D2,2012,2012-10-27,Sandhausen,Duisburg,0,2,A
1769,D2,2012,2013-03-30,Ingolstadt,Duisburg,0,1,A
1770,D2,2012,2012-09-26,Braunschweig,Duisburg,3,0,H
1771,D2,2012,2013-04-27,Erzgebirge Aue,Duisburg,0,0,D
1772,D1,2012,2013-02-02,Hamburg,Ein Frankfurt,0,2,A
1773,D1,2012,2013-03-31,Greuther Furth,Ein Frankfurt,2,3,A
1774,D1,2012,2013-04-14,Augsburg,Ein Frankfurt,2,0,H
1775,D1,2012,2013-03-10,Hannover,Ein Frankfurt,0,0,D
1776,D1,2012,2013-02-16,Dortmund,Ein Frankfurt,3,0,H
1777,D1,2012,2013-02-22,Freiburg,Ein Frankfurt,0,0,D
1778,D1,2012,2012-11-10,Bayern Munich,Ein Frankfurt,2,0,H
1779,D1,2012,2013-04-28,Mainz,Ein Frankfurt,0,0,D
1780,D1,2012,2012-09-01,Hoffenheim,Ein Frankfurt,0,4,A
1781,D1,2012,2012-12-15,Wolfsburg,Ein Frankfurt,0,2,A
1782,D1,2012,2012-11-30,Fortuna Dusseldorf,Ein Frankfurt,4,0,H
1783,D1,2012,2012-11-24,Schalke 04,Ein Frankfurt,1,1,D
1784,D1,2012,2013-01-19,Leverkusen,Ein Frankfurt,3,1,H
1785,D1,2012,2012-10-07,M'gladbach,Ein Frankfurt,2,0,H
1786,D1,2012,2012-10-28,Stuttgart,Ein Frankfurt,2,1,H
1787,D1,2012,2012-09-21,Nurnberg,Ein Frankfurt,1,2,A
1788,D1,2012,2013-05-11,Werder Bremen,Ein Frankfurt,1,1,D
1789,D2,2012,2012-11-04,Aalen,FC Koln,2,0,H
1790,D2,2012,2013-02-18,St Pauli,FC Koln,0,1,A
1791,D2,2012,2013-03-03,Frankfurt FSV,FC Koln,1,1,D
1792,D2,2012,2012-10-20,Regensburg,FC Koln,2,3,A
1793,D2,2012,2013-05-04,Bochum,FC Koln,2,1,H
1794,D2,2012,2013-05-19,Ingolstadt,FC Koln,0,3,A
1795,D2,2012,2012-09-28,Paderborn,FC Koln,1,2,A
1796,D2,2012,2012-08-05,Braunschweig,FC Koln,1,0,H
1797,D2,2012,2013-03-18,Dresden,FC Koln,0,2,A
1798,D2,2012,2013-02-09,Cottbus,FC Koln,0,0,D
1799,D2,2012,2012-08-27,Erzgebirge Aue,FC Koln,2,0,H
1800,D2,2012,2012-11-29,Hertha,FC Koln,1,1,D
1801,D2,2012,2012-11-16,Munich 1860,FC Koln,0,2,A
1802,D2,2012,2012-09-21,Union Berlin,FC Koln,2,1,H
1803,D2,2012,2013-04-05,Kaiserslautern,FC Koln,3,0,H
1804,D2,2012,2013-04-22,Duisburg,FC Koln,1,1,D
1805,D2,2012,2012-12-14,Sandhausen,FC Koln,0,0,D
1806,D1,2012,2012-12-01,Augsburg,Freiburg,1,1,D
1807,D1,2012,2012-09-30,Ein Frankfurt,Freiburg,2,1,H
1808,D1,2012,2012-12-15,Schalke 04,Freiburg,1,3,A
1809,D1,2012,2013-03-02,Nurnberg,Freiburg,1,1,D
1810,D1,2012,2013-05-11,Greuther Furth,Freiburg,1,2,A
1811,D1,2012,2012-09-01,Leverkusen,Freiburg,2,0,H
1812,D1,2012,2013-02-16,Werder Bremen,Freiburg,2,3,A
1813,D1,2012,2012-10-20,Wolfsburg,Freiburg,0,2,A
1814,D1,2012,2013-03-16,Dortmund,Freiburg,5,1,H
1815,D1,2012,2013-04-27,Bayern Munich,Freiburg,1,0,H
1816,D1,2012,2012-11-17,Hannover,Freiburg,1,2,A
1817,D1,2012,2012-11-03,M'gladbach,Freiburg,1,1,D
1818,D1,2012,2013-02-02,Hoffenheim,Freiburg,2,1,H
1819,D1,2012,2012-09-22,Fortuna Dusseldorf,Freiburg,0,0,D
1820,D1,2012,2013-01-19,Mainz,Freiburg,0,0,D
1821,D1,2012,2013-04-06,Hamburg,Freiburg,0,1,A
1822,D1,2012,2013-04-21,Stuttgart,Freiburg,2,1,H
1823,D1,2012,2013-03-30,Bayern Munich,Hamburg,9,2,H
1824,D1,2012,2012-11-10,Freiburg,Hamburg,0,0,D
1825,D1,2012,2013-05-11,Hoffenheim,Hamburg,1,4,A
1826,D1,2012,2012-10-06,Greuther Furth,Hamburg,0,1,A
1827,D1,2012,2013-01-20,Nurnberg,Hamburg,1,1,D
1828,D1,2012,2012-10-26,Augsburg,Hamburg,0,2,A
1829,D1,2012,2013-04-28,Schalke 04,Hamburg,4,1,H
1830,D1,2012,2013-04-13,Mainz,Hamburg,1,2,A
1831,D1,2012,2012-09-26,M'gladbach,Hamburg,2,2,D
1832,D1,2012,2013-02-23,Hannover,Hamburg,5,1,H
1833,D1,2012,2012-12-02,Wolfsburg,Hamburg,1,1,D
1834,D1,2012,2012-12-15,Leverkusen,Hamburg,3,0,H
1835,D1,2012,2012-11-23,Fortuna Dusseldorf,Hamburg,2,0,H
1836,D1,2012,2013-03-10,Stuttgart,Hamburg,0,1,A
1837,D1,2012,2012-09-16,Ein Frankfurt,Hamburg,3,2,H
1838,D1,2012,2013-02-09,Dortmund,Hamburg,1,4,A
1839,D1,2012,2012-09-01,Werder Bremen,Hamburg,2,0,H
1840,D2,2012,2012-11-24,Frankfurt FSV,Kaiserslautern,0,1,A
1841,D2,2012,2013-02-17,Duisburg,Kaiserslautern,0,0,D
1842,D2,2012,2012-10-26,FC Koln,Kaiserslautern,3,3,D
1843,D2,2012,2012-08-10,Aalen,Kaiserslautern,1,2,A
1844,D2,2012,2012-09-27,Bochum,Kaiserslautern,1,2,A
1845,D2,2012,2013-04-15,Erzgebirge Aue,Kaiserslautern,1,1,D
1846,D2,2012,2013-02-25,Hertha,Kaiserslautern,1,0,H
1847,D2,2012,2013-05-12,Regensburg,Kaiserslautern,1,3,A
1848,D2,2012,2013-02-04,Munich 1860,Kaiserslautern,0,1,A
1849,D2,2012,2012-10-07,Ingolstadt,Kaiserslautern,1,1,D
1850,D2,2012,2012-12-01,St Pauli,Kaiserslautern,1,0,H
1851,D2,2012,2013-04-29,Cottbus,Kaiserslautern,4,2,H
1852,D2,2012,2012-12-07,Union Berlin,Kaiserslautern,2,0,H
1853,D2,2012,2013-03-11,Braunschweig,Kaiserslautern,1,1,D
1854,D2,2012,2012-08-31,Dresden,Kaiserslautern,1,3,A
1855,D2,2012,2012-11-10,Paderborn,Kaiserslautern,1,1,D
1856,D2,2012,2013-03-31,Sandhausen,Kaiserslautern,1,1,D
1857,D1,2012,2013-02-09,M'gladbach,Leverkusen,3,3,D
1858,D1,2012,2012-08-25,Ein Frankfurt,Leverkusen,2,1,H
1859,D1,2012,2012-10-28,Bayern Munich,Leverkusen,1,2,A
1860,D1,2012,2013-03-09,Mainz,Leverkusen,1,0,H
1861,D1,2012,2012-10-07,Stuttgart,Leverkusen,2,2,D
1862,D1,2012,2013-04-13,Schalke 04,Leverkusen,2,2,D
1863,D1,2012,2012-09-26,Augsburg,Leverkusen,1,3,A
1864,D1,2012,2013-05-04,Nurnberg,Leverkusen,0,2,A
1865,D1,2012,2013-03-30,Fortuna Dusseldorf,Leverkusen,1,4,A
1866,D1,2012,2012-11-25,Hoffenheim,Leverkusen,1,2,A
