Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
30757,D1,1994,1994-08-19,Leverkusen,Kaiserslautern,0,1,A
30758,D1,1994,1994-08-19,Schalke 04,M'gladbach,1,1,D
30759,D1,1994,1994-08-19,Stuttgart,Hamburg,2,1,H
30760,D1,1994,1994-08-20,Bayern Munich,Bochum,3,1,H
30761,D1,1994,1994-08-20,Dortmund,Munich 1860,4,0,H
30762,D1,1994,1994-08-20,Dresden,Werder Bremen,1,1,D
30763,D1,1994,1994-08-20,Ein Frankfurt,FC Koln,0,0,D
30764,D1,1994,1994-08-20,Karlsruhe,Freiburg,2,0,H
30765,D1,1994,1994-08-20,Uerdingen,Duisburg,1,1,D
30766,D1,1994,1994-08-23,Bochum,Dresden,2,0,H
30767,D1,1994,1994-08-23,FC Koln,Dortmund,1,6,A
30768,D1,1994,1994-08-23,Freiburg,Bayern Munich,5,1,H
30769,D1,1994,1994-08-23,Kaiserslautern,Ein Frankfurt,1,1,D
30770,D1,1994,1994-08-23,Munich 1860,Stuttgart,0,2,A
30771,D1,1994,1994-08-24,Duisburg,Schalke 04,2,2,D
30772,D1,1994,1994-08-24,Hamburg,Uerdingen,0,0,D
30773,D1,1994,1994-08-24,M'gladbach,Karlsruhe,2,2,D
30774,D1,1994,1994-08-24,Werder Bremen,Leverkusen,3,2,H
30775,D1,1994,1994-08-26,Dortmund,Kaiserslautern,2,1,H
30776,D1,1994,1994-08-26,Dresden,Freiburg,1,3,A
30777,D1,1994,1994-08-27,Bayern Munich,M'gladbach,3,0,H
30778,D1,1994,1994-08-27,Karlsruhe,Duisburg,4,1,H
30779,D1,1994,1994-08-27,Schalke 04,Hamburg,0,1,A
30780,D1,1994,1994-08-27,Stuttgart,FC Koln,2,2,D
30781,D1,1994,1994-08-27,Uerdingen,Munich 1860,1,1,D
30782,D1,1994,1994-08-27,Werder Bremen,Bochum,3,0,H
30783,D1,1994,1994-08-28,Leverkusen,Ein Frankfurt,4,0,H
30784,D1,1994,1994-09-02,Duisburg,Bayern Munich,0,3,A
30785,D1,1994,1994-09-02,Freiburg,Werder Bremen,1,3,A
30786,D1,1994,1994-09-02,M'gladbach,Dresden,2,0,H
30787,D1,1994,1994-09-03,Bochum,Leverkusen,1,3,A
30788,D1,1994,1994-09-03,Ein Frankfurt,Dortmund,4,1,H
30789,D1,1994,1994-09-03,FC Koln,Uerdingen,2,0,H
30790,D1,1994,1994-09-03,Hamburg,Karlsruhe,3,1,H
30791,D1,1994,1994-09-03,Kaiserslautern,Stuttgart,3,2,H
30792,D1,1994,1994-09-03,Munich 1860,Schalke 04,0,1,A
30793,D1,1994,1994-09-17,Bayern Munich,Hamburg,1,1,D
30794,D1,1994,1994-09-17,Bochum,Freiburg,1,3,A
30795,D1,1994,1994-09-17,Dresden,Duisburg,4,2,H
30796,D1,1994,1994-09-17,Karlsruhe,Munich 1860,3,1,H
30797,D1,1994,1994-09-17,Leverkusen,Dortmund,2,2,D
30798,D1,1994,1994-09-17,Schalke 04,FC Koln,3,1,H
30799,D1,1994,1994-09-17,Stuttgart,Ein Frankfurt,4,1,H
30800,D1,1994,1994-09-17,Uerdingen,Kaiserslautern,1,3,A
30801,D1,1994,1994-09-17,Werder Bremen,M'gladbach,1,0,H
30802,D1,1994,1994-09-21,Munich 1860,Bayern Munich,1,3,A
30803,D1,1994,1994-09-23,Ein Frankfurt,Uerdingen,0,3,A
30804,D1,1994,1994-09-23,FC Koln,Karlsruhe,3,4,A
30805,D1,1994,1994-09-24,Dortmund,Stuttgart,5,0,H
30806,D1,1994,1994-09-24,Duisburg,Werder Bremen,0,2,A
30807,D1,1994,1994-09-24,Freiburg,Leverkusen,1,1,D
30808,D1,1994,1994-09-24,Hamburg,Dresden,2,1,H
30809,D1,1994,1994-09-24,Kaiserslautern,Schalke 04,3,1,H
30810,D1,1994,1994-09-24,M'gladbach,Bochum,7,1,H
30811,D1,1994,1994-09-30,Bochum,Duisburg,1,0,H
30812,D1,1994,1994-09-30,Dresden,Munich 1860,1,1,D
30813,D1,1994,1994-10-01,Bayern Munich,FC Koln,2,2,D
30814,D1,1994,1994-10-01,Karlsruhe,Kaiserslautern,3,3,D
