production_id,date,time,am_pm,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
6481,20240616,T000000,AM,Turbine A,1500,Location 1,"""34.0522""","""-118.2437""",Region A,Online,Operations,21.9198,S,1693.86335
6482,20240616,T000000,AM,Turbine B,2000,Location 2,"""36.7783""","""-119.4179""",Region B,Online,Operations,19.20534,SE,1334.78365
6483,20240616,T000000,AM,Turbine C,2500,Location 3,"""40.7128""","""-74.0060""",Region C,Online,Operations,16.28274,E,1681.61494
6484,20240616,T001000,AM,Turbine A,1500,Location 1,"""34.0522""","""-118.2437""",Region A,Online,Operations,21.81354,NE,507.55567
6485,20240616,T001000,AM,Turbine B,2000,Location 2,"""36.7783""","""-119.4179""",Region B,Online,Operations,13.70929,S,1643.79117
6486,20240616,T001000,AM,Turbine C,2500,Location 3,"""40.7128""","""-74.0060""",Region C,Online,Operations,5.53895,SW,546.63304
6487,20240616,T002000,AM,Turbine A,1500,Location 1,"""34.0522""","""-118.2437""",Region A,Online,Operations,3.70894,N,1282.15269
6488,20240616,T002000,AM,Turbine B,2000,Location 2,"""36.7783""","""-119.4179""",Region B,Preventive Maintenance,Maintenance,8.21346,SW,0.0
6489,20240616,T002000,AM,Turbine C,2500,Location 3,"""40.7128""","""-74.0060""",Region C,Online,Operations,2.13553,N,1733.41988
6490,20240616,T003000,AM,Turbine A,1500,Location 1,"""34.0522""","""-118.2437""",Region A,Online,Operations,20.14707,E,1875.66293
6491,20240616,T003000,AM,Turbine B,2000,Location 2,"""36.7783""","""-119.4179""",Region B,Online,Operations,9.45176,SW,526.59469
6492,20240616,T003000,AM,Turbine C,2500,Location 3,"""40.7128""","""-74.0060""",Region C,Online,Operations,15.71222,NW,1713.17278
6493,20240616,T004000,AM,Turbine A,1500,Location 1,"""34.0522""","""-118.2437""",Region A,Online,Operations,8.19637,NE,855.97956
6494,20240616,T004000,AM,Turbine B,2000,Location 2,"""36.7783""","""-119.4179""",Region B,Online,Operations,13.25199,SE,1887.31974
