production_id,date,time,am_pm,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
6913,20240617,T000000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,2.21028,NW,885.82312
6914,20240617,T000000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,10.76349,S,1136.05749
6915,20240617,T000000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,4.59086,S,708.01936
6916,20240617,T001000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,23.98546,SW,1017.28154
6917,20240617,T001000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,7.98133,N,728.26258
6918,20240617,T001000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,17.22969,W,1077.39099
6919,20240617,T002000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,15.36663,N,1846.73592
6920,20240617,T002000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,15.72453,N,1507.99399
6921,20240617,T002000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,23.16809,SE,755.28077
6922,20240617,T003000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,21.32675,N,1093.66648
6923,20240617,T003000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,24.89352,E,672.6301
6924,20240617,T003000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,19.49179,NE,1664.83224
6925,20240617,T004000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,16.00947,SE,871.46305
6926,20240617,T004000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,18.73878,W,708.24956
6927,20240617,T004000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,3.23102,W,1348.62937
6928,20240617,T005000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,3.67585,SW,1088.19846
6929,20240617,T005000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,19.81703,NE,820.53835
6930,20240617,T005000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,16.52445,NE,858.69924
6931,20240617,T010000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,19.96267,SE,1424.95856
6932,20240617,T010000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,10.85724,SW,796.94404
6933,20240617,T010000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,23.82431,NE,1248.6001
6934,20240617,T011000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,17.62648,E,1191.32573
6935,20240617,T011000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Offline,Operations,24.37434,E,0.0
6936,20240617,T011000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Preventive Maintenance,Maintenance,22.20593,SE,0.0
6937,20240617,T012000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,23.09321,NW,790.97802
6938,20240617,T012000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,13.51544,NE,717.9908
6939,20240617,T012000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,2.89284,W,1859.52049
6940,20240617,T013000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,8.14053,SE,1165.57856
6941,20240617,T013000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,23.30761,SW,1534.3989
6942,20240617,T013000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,23.08737,S,698.2589
6943,20240617,T014000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,17.33078,W,1532.28915
6944,20240617,T014000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,18.73556,NW,562.33853
6945,20240617,T014000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,20.06155,NE,1802.8692
6946,20240617,T015000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,6.46264,N,867.43813
6947,20240617,T015000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,12.73268,W,1039.58208
6948,20240617,T015000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Reactive Maintenance,Maintenance,6.93856,NE,0.0
6949,20240617,T020000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,15.92406,SW,1543.09629
6950,20240617,T020000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,12.83638,S,1961.75994
6951,20240617,T020000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,8.50081,N,1859.32678
6952,20240617,T021000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,23.35523,N,1296.48871
6953,20240617,T021000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Online,Operations,9.9098,SW,1973.12501
6954,20240617,T021000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,10.33639,E,932.64952
6955,20240617,T022000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,7.3294,NE,1747.6204
6956,20240617,T022000,AM,Turbine B,2000,Location 2,L36.7783L,L-119.4179L,Region B,Reactive Maintenance,Maintenance,11.5793,SE,0.0
6957,20240617,T022000,AM,Turbine C,2500,Location 3,L40.7128L,L-74.0060L,Region C,Online,Operations,20.09553,SW,1162.25306
6958,20240617,T023000,AM,Turbine A,1500,Location 1,L34.0522L,L-118.2437L,Region A,Online,Operations,14.50504,N,1283.29362
