production_id,date,time,am_pm,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
8209,20240620,00:00:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.38762,N,1966.08272
8210,20240620,00:00:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.67567,SE,1584.08442
8211,20240620,00:00:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.81893,S,1831.60236
8212,20240620,00:10:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.95195,W,643.74599
8213,20240620,00:10:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.31738,W,1753.25592
8214,20240620,00:10:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.94036,SW,722.08456
8215,20240620,00:20:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.69358,N,1117.06765
8216,20240620,00:20:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,21.95215,W,0.0
8217,20240620,00:20:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.92645,SW,651.58294
8218,20240620,00:30:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.36945,E,1216.75485
8219,20240620,00:30:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,3.74183,NW,0.0
8220,20240620,00:30:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.76109,E,829.41307
8221,20240620,00:40:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.04249,SE,1457.90309
8222,20240620,00:40:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.34272,SE,657.97719
8223,20240620,00:40:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,2.41549,SW,0.0
8224,20240620,00:50:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.28313,NE,620.13282
8225,20240620,00:50:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.54927,E,1075.90836
8226,20240620,00:50:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,16.73377,W,0.0
8227,20240620,01:00:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.10693,W,572.22617
8228,20240620,01:00:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.8058,W,1939.30517
