production_id,date,time,am_pm,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
6049,20240615,000000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.74042,SW,1783.39373
6050,20240615,000000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Inspection,Maintenance,23.92376,E,0.0
6051,20240615,000000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.72221,NW,1651.83735
6052,20240615,001000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.01549,E,1351.88077
6053,20240615,001000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.76995,E,931.99157
6054,20240615,001000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.3089,W,1459.1936
6055,20240615,002000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.35231,NW,1408.50918
6056,20240615,002000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.3995,S,1054.71531
6057,20240615,002000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.13892,SW,839.83377
6058,20240615,003000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.75206,E,896.95477
6059,20240615,003000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.43034,S,1845.84677
6060,20240615,003000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.37183,SE,1641.73805
6061,20240615,004000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.19439,N,611.58269
6062,20240615,004000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,4.29208,NW,0.0
6063,20240615,004000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.67147,NW,1173.51843
6064,20240615,005000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.07365,E,1912.58603
6065,20240615,005000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,23.84805,S,0.0
6066,20240615,005000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.21559,E,1547.47737
6067,20240615,010000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.20201,S,1516.6218
6068,20240615,010000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.15947,N,1561.30868
6069,20240615,010000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.75546,NW,1559.46972
6070,20240615,011000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,8.38713,W,0.0
6071,20240615,011000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.97662,W,1328.86838
6072,20240615,011000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.92266,S,526.61102
