production_id,date,time,am_pm,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
6913,20240617,00:00:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.73222,W,1529.87722
6914,20240617,00:00:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.67376,SW,1505.82775
6915,20240617,00:00:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.32255,W,852.83131
6916,20240617,00:10:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.20883,SW,1711.78359
6917,20240617,00:10:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.32447,E,1312.15746
6918,20240617,00:10:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.45825,N,1402.71806
6919,20240617,00:20:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.37337,NE,1867.93233
6920,20240617,00:20:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.16974,S,1023.20175
6921,20240617,00:20:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Inspection,Maintenance,22.62621,NW,0.0
6922,20240617,00:30:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.81819,E,756.56114
6923,20240617,00:30:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.43411,SW,1867.08508
6924,20240617,00:30:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.47805,SE,1289.18814
6925,20240617,00:40:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.28677,E,786.35515
6926,20240617,00:40:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.73578,SE,1086.94397
6927,20240617,00:40:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.55303,NE,1253.69811
6928,20240617,00:50:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.67593,N,1014.88829
6929,20240617,00:50:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.74629,NE,1090.80082
6930,20240617,00:50:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.52415,W,1253.11051
6931,20240617,01:00:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.53623,NE,1414.8918
6932,20240617,01:00:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.25434,NW,602.48745
6933,20240617,01:00:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,19.58478,N,0.0
6934,20240617,01:10:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.27408,NW,1945.38547
6935,20240617,01:10:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.7447,NE,1376.03691
6936,20240617,01:10:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.96729,N,531.47156
6937,20240617,01:20:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.18635,NE,632.68799
6938,20240617,01:20:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.68294,E,1224.03712
6939,20240617,01:20:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.412,NE,1280.0246
6940,20240617,01:30:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.81076,S,804.92495
6941,20240617,01:30:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.49191,SE,587.3532
6942,20240617,01:30:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.93152,W,975.16163
6943,20240617,01:40:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.28528,NE,1089.6045
6944,20240617,01:40:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.7459,NW,1512.1343
6945,20240617,01:40:00,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.12379,NE,1833.63144
6946,20240617,01:50:00,AM,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.07287,W,1642.41698
6947,20240617,01:50:00,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.87479,E,1733.58914
