production_id,date,time,am_pm,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
6481,2024-06-16,000000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.9198,S,1693.86335
6482,2024-06-16,000000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.20534,SE,1334.78365
6483,2024-06-16,000000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.28274,E,1681.61494
6484,2024-06-16,001000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.81354,NE,507.55567
6485,2024-06-16,001000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.70929,S,1643.79117
6486,2024-06-16,001000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.53895,SW,546.63304
6487,2024-06-16,002000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.70894,N,1282.15269
6488,2024-06-16,002000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,8.21346,SW,0.0
6489,2024-06-16,002000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.13553,N,1733.41988
6490,2024-06-16,003000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.14707,E,1875.66293
6491,2024-06-16,003000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.45176,SW,526.59469
6492,2024-06-16,003000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.71222,NW,1713.17278
6493,2024-06-16,004000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.19637,NE,855.97956
6494,2024-06-16,004000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.25199,SE,1887.31974
6495,2024-06-16,004000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.08801,W,526.64299
6496,2024-06-16,005000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.17334,SE,998.80673
6497,2024-06-16,005000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.92818,S,1780.00102
6498,2024-06-16,005000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.71887,N,1864.25292
6499,2024-06-16,010000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.51992,N,1302.13179
6500,2024-06-16,010000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.36197,SW,1048.39257
6501,2024-06-16,010000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.38419,S,877.94159
6502,2024-06-16,011000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.38895,SW,1512.45391
6503,2024-06-16,011000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.64588,N,1157.33001
6504,2024-06-16,011000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.44243,N,1764.99401
6505,2024-06-16,012000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.70919,W,1474.49877
6506,2024-06-16,012000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.03224,SE,1980.98461
6507,2024-06-16,012000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.8695,NW,521.84802
6508,2024-06-16,013000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Offline,Operations,7.46255,NW,0.0
6509,2024-06-16,013000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.5336,S,1088.23885
6510,2024-06-16,013000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.2665,E,1712.8634
6511,2024-06-16,014000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.1645,W,1383.54656
6512,2024-06-16,014000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.23811,N,1701.41515
6513,2024-06-16,014000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.61228,SE,909.50297
6514,2024-06-16,015000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.99549,SE,603.38363
