production_id,date,time,am_pm,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
6049,2024-06-15,000000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.93896,SW,1360.19136
6050,2024-06-15,000000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.62425,S,1468.98166
6051,2024-06-15,000000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Offline,Operations,10.20176,NE,0.0
6052,2024-06-15,001000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.16028,NE,1347.72524
6053,2024-06-15,001000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.13107,NE,642.79798
6054,2024-06-15,001000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.94314,NE,1081.20615
6055,2024-06-15,002000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.68875,SE,1482.90106
6056,2024-06-15,002000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.05262,W,527.14386
6057,2024-06-15,002000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,10.34404,NW,0.0
6058,2024-06-15,003000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.63521,NE,1656.74959
6059,2024-06-15,003000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.39964,NW,1369.68314
6060,2024-06-15,003000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.00796,N,1419.45358
6061,2024-06-15,004000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,5.76519,E,0.0
6062,2024-06-15,004000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.08001,E,661.20698
6063,2024-06-15,004000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.3752,W,532.79101
6064,2024-06-15,005000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.70146,SW,508.28746
6065,2024-06-15,005000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.55959,E,1653.6972
6066,2024-06-15,005000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.92738,SW,502.52772
6067,2024-06-15,010000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.22617,E,1985.37888
6068,2024-06-15,010000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,13.94103,SE,0.0
6069,2024-06-15,010000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.70707,NW,858.4826
6070,2024-06-15,011000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.55143,W,1260.97911
6071,2024-06-15,011000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.97168,E,1325.53469
6072,2024-06-15,011000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.13421,NE,1819.59712
6073,2024-06-15,012000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.02367,SW,1884.75469
6074,2024-06-15,012000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.37232,E,1096.5191
6075,2024-06-15,012000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.13176,NW,1232.48323
6076,2024-06-15,013000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.31776,NE,847.57648
6077,2024-06-15,013000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.37661,E,1632.13845
6078,2024-06-15,013000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.08624,SW,1219.36488
6079,2024-06-15,014000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,22.79252,N,0.0
6080,2024-06-15,014000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.31,NE,1244.76477
6081,2024-06-15,014000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.35426,S,654.6276
6082,2024-06-15,015000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,23.03813,S,0.0
6083,2024-06-15,015000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.22464,S,1023.91351
6084,2024-06-15,015000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.47982,E,628.72794
6085,2024-06-15,020000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.49336,SE,858.77415
6086,2024-06-15,020000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.98005,W,1405.12387
6087,2024-06-15,020000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.68314,NW,1052.48923
6088,2024-06-15,021000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.22583,N,701.11444
6089,2024-06-15,021000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.99418,S,1748.10228
6090,2024-06-15,021000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,19.68109,W,555.85565
6091,2024-06-15,022000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.26262,NE,1539.17515
6092,2024-06-15,022000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.39812,S,699.61338
6093,2024-06-15,022000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Inspection,Maintenance,6.60273,SW,0.0
6094,2024-06-15,023000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.31924,W,1148.24083
6095,2024-06-15,023000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.0775,S,1897.76469
6096,2024-06-15,023000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.99914,S,637.75119
6097,2024-06-15,024000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.71716,NE,1781.66902
6098,2024-06-15,024000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.88108,NW,1995.2327
6099,2024-06-15,024000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,24.89125,SE,0.0
6100,2024-06-15,025000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.01164,S,1249.86333
6101,2024-06-15,025000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.26697,NW,1926.26045
6102,2024-06-15,025000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,6.39012,N,0.0
6103,2024-06-15,030000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.36788,SE,1294.91955
6104,2024-06-15,030000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.95313,N,1807.99736
6105,2024-06-15,030000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Fault,Engineering,3.74798,NE,0.0
6106,2024-06-15,031000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.17992,N,757.06547
6107,2024-06-15,031000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.50744,SW,1706.55619
6108,2024-06-15,031000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.28368,W,566.49033
6109,2024-06-15,032000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.38934,E,1844.32637
6110,2024-06-15,032000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.30966,S,540.61483
