production_id,date,time,am_pm,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
7777,2024-06-19,000000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.56068,NE,655.28515
7778,2024-06-19,000000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.4727,SW,1455.212
7779,2024-06-19,000000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.24409,NE,779.01063
7780,2024-06-19,001000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.47645,W,506.34965
7781,2024-06-19,001000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.44865,W,1322.01891
7782,2024-06-19,001000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.59958,W,597.18992
7783,2024-06-19,002000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.32634,SE,625.86246
7784,2024-06-19,002000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.85128,SW,603.74535
7785,2024-06-19,002000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.7232,NW,736.82312
7786,2024-06-19,003000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.72055,N,1909.09212
7787,2024-06-19,003000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.90113,SW,901.50601
7788,2024-06-19,003000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,19.988,E,817.12529
7789,2024-06-19,004000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.01387,S,1229.66154
7790,2024-06-19,004000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.44774,S,1832.57807
7791,2024-06-19,004000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.17277,N,819.84458
7792,2024-06-19,005000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.12851,E,1083.12107
7793,2024-06-19,005000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.93215,N,1563.02918
7794,2024-06-19,005000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.88472,E,1053.88578
7795,2024-06-19,010000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.49889,S,1833.84132
7796,2024-06-19,010000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Fault,Engineering,10.34955,SW,0.0
7797,2024-06-19,010000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,17.03233,W,1109.96667
7798,2024-06-19,011000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.52562,S,1122.57644
7799,2024-06-19,011000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.6252,W,729.33799
7800,2024-06-19,011000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.30311,SE,1328.65022
7801,2024-06-19,012000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.39995,SE,1716.97432
7802,2024-06-19,012000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.9573,SW,1489.95483
7803,2024-06-19,012000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.83748,NW,741.00334
7804,2024-06-19,013000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.83208,SW,552.6373
7805,2024-06-19,013000,AM,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.37441,E,645.0611
7806,2024-06-19,013000,AM,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.47644,N,1030.96954
7807,2024-06-19,014000,AM,Turbine A,1500,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.52541,S,1013.4174
